date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:55:35	5688/5688	---M--	200	added ('OK')	text/css	etag:%22ca3799-1638-53f104e587580%22	https://haibach.net/rubytabs/libs/css/styles.custom.css	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/libs/css/styles.custom.css	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:37	24635/24635	---M--	200	added ('OK')	text/css	etag:%22ca37c3-603b-53efdef5c39c0%22	https://haibach.net/rubytabs/ruby/rubytabs.css	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/ruby/rubytabs.css	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:37	7016/7016	---M--	200	added ('OK')	application/javascript	etag:%22ca37bd-1b68-4e528cd42c400%22	https://haibach.net/rubytabs/libs/scripts/modernizr.js	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/libs/scripts/modernizr.js	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:38	57489/57489	---M-Z	200	added ('OK')	text/html	etag:%22ca37e6-e091-53f104e76fa00-gzip%22	https://haibach.net/rubytabs/templates/page-templates-tabs.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/page-templates-tabs.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:39	52884/52884	---M-Z	200	added ('OK')	text/html	etag:%22ca37d9-ce94-53f104e67b7c0-gzip%22	https://haibach.net/rubytabs/templates/	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/index.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:41	22889/22889	---M-Z	200	added ('OK')	text/html	etag:%22ca381e-5969-53f104f004e40-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-vertical.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-vertical.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:41	27914/27914	---M-Z	200	added ('OK')	text/html	etag:%22ca381b-6d0a-53f104f004e40-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-nested.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-nested.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:42	24708/24708	---M-Z	200	added ('OK')	text/html	etag:%22ca3817-6084-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-bullet.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-bullet.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:44	23837/23837	---M-Z	200	added ('OK')	text/html	etag:%22ca381a-5d1d-53f104f004e40-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-fullwidth.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-fullwidth.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:46	20922/20922	---M-Z	200	added ('OK')	text/html	etag:%22ca381c-51ba-53f104f004e40-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-page.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-page.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:46	26776/26776	---M-Z	200	added ('OK')	text/html	etag:%22ca3816-6898-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-layout-box.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-layout-box.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:47	24289/24289	---M-Z	200	added ('OK')	text/html	etag:%22ca3813-5ee1-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-line.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-line.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:48	24442/24442	---M-Z	200	added ('OK')	text/html	etag:%22ca3812-5f7a-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-fade.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-fade.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:49	36662/36662	---M-Z	200	added ('OK')	text/html	etag:%22ca380f-8f36-53f104ee1c9c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-cssOne.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-cssOne.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:50	40601/40601	---M-Z	200	added ('OK')	text/html	etag:%22ca3811-9e99-53f104ee1c9c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-cssTwo.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-cssTwo.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:51	41659/41659	---M-Z	200	added ('OK')	text/html	etag:%22ca380e-a2bb-53f104ed28780-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-cssFour.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-cssFour.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:52	24213/24213	---M-Z	200	added ('OK')	text/html	etag:%22ca3814-5e95-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-none.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-none.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:53	24610/24610	---M-Z	200	added ('OK')	text/html	etag:%22ca3815-6022-53f104ef10c00-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-random.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-random.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:54	28759/28759	---M-Z	200	added ('OK')	text/html	etag:%22ca380d-7057-53f104ed28780-gzip%22	https://haibach.net/rubytabs/templates/tabs-effect-control.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-effect-control.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:55	33912/33912	---M-Z	200	added ('OK')	text/html	etag:%22ca3831-8478-53f104f4c9980-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-flat.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-flat.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:56	34306/34306	---M-Z	200	added ('OK')	text/html	etag:%22ca3832-8602-53f104f4c9980-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-flatbox.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-flatbox.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:57	33924/33924	---M-Z	200	added ('OK')	text/html	etag:%22ca3834-8484-53f104f5bdbc0-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-outline.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-outline.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:58	33916/33916	---M-Z	200	added ('OK')	text/html	etag:%22ca3835-847c-53f104f5bdbc0-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-round.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-round.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:55:59	33932/33932	---M-Z	200	added ('OK')	text/html	etag:%22ca3837-848c-53f104f6b1e00-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-underline.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-underline.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:00	35976/35976	---M-Z	200	added ('OK')	text/html	etag:%22ca3836-8c88-53f104f5bdbc0-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-size.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-size.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:01	24952/24952	---M-Z	200	added ('OK')	text/html	etag:%22ca3833-6178-53f104f4c9980-gzip%22	https://haibach.net/rubytabs/templates/tabs-style-highlight.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-style-highlight.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:04	24389/24389	---M-Z	200	added ('OK')	text/html	etag:%22ca381f-5f45-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-beginBegin.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-beginBegin.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:05	24392/24392	---M-Z	200	added ('OK')	text/html	etag:%22ca3820-5f48-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-beginCenter.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-beginCenter.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:05	24383/24383	---M-Z	200	added ('OK')	text/html	etag:%22ca3821-5f3f-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-beginEnd.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-beginEnd.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:06	24395/24395	---M-Z	200	added ('OK')	text/html	etag:%22ca3822-5f4b-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-beginJustify.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-beginJustify.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:07	24383/24383	---M-Z	200	added ('OK')	text/html	etag:%22ca3823-5f3f-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-endBegin.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-endBegin.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:10	24386/24386	---M-Z	200	added ('OK')	text/html	etag:%22ca3824-5f42-53f104f0f9080-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-endCenter.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-endCenter.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:11	24377/24377	---M-Z	200	added ('OK')	text/html	etag:%22ca3825-5f39-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-endEnd.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-endEnd.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:11	24389/24389	---M-Z	200	added ('OK')	text/html	etag:%22ca3826-5f45-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-hor-endJustify.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-hor-endJustify.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:12	24154/24154	---M-Z	200	added ('OK')	text/html	etag:%22ca3827-5e5a-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-beginBegin.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-beginBegin.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:13	24157/24157	---M-Z	200	added ('OK')	text/html	etag:%22ca3828-5e5d-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-beginCenter.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-beginCenter.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:14	24148/24148	---M-Z	200	added ('OK')	text/html	etag:%22ca3829-5e54-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-beginEnd.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-beginEnd.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:15	24148/24148	---M-Z	200	added ('OK')	text/html	etag:%22ca382a-5e54-53f104f1ed2c0-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-endBegin.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-endBegin.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:16	24151/24151	---M-Z	200	added ('OK')	text/html	etag:%22ca382b-5e57-53f104f2e1500-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-endCenter.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-endCenter.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:17	24142/24142	---M-Z	200	added ('OK')	text/html	etag:%22ca382c-5e4e-53f104f2e1500-gzip%22	https://haibach.net/rubytabs/templates/tabs-pos-ver-endEnd.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-pos-ver-endEnd.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:18	24610/24610	---M-Z	200	added ('OK')	text/html	etag:%22ca382e-6022-53f104f3d5740-gzip%22	https://haibach.net/rubytabs/templates/tabs-slideshow-timerArc.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-slideshow-timerArc.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:19	25886/25886	---M-Z	200	added ('OK')	text/html	etag:%22ca382f-651e-53f104f4c9980-gzip%22	https://haibach.net/rubytabs/templates/tabs-slideshow-timerLine.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-slideshow-timerLine.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:20	25866/25866	---M-Z	200	added ('OK')	text/html	etag:%22ca3830-650a-53f104f4c9980-gzip%22	https://haibach.net/rubytabs/templates/tabs-slideshow-timerOnly.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-slideshow-timerOnly.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:21	24708/24708	---M-Z	200	added ('OK')	text/html	etag:%22ca382d-6084-53f104f3d5740-gzip%22	https://haibach.net/rubytabs/templates/tabs-slideshow-random.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-slideshow-random.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:22	28709/28709	---M-Z	200	added ('OK')	text/html	etag:%22ca3806-7025-53f104ec34540-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-addremove.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-addremove.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:23	28820/28820	---M-Z	200	added ('OK')	text/html	etag:%22ca3807-7094-53f104ec34540-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-callback.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-callback.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:24	24701/24701	---M-Z	200	added ('OK')	text/html	etag:%22ca380b-607d-53f104ed28780-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-showByDevice.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-showByDevice.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:25	24805/24805	---M-Z	200	added ('OK')	text/html	etag:%22ca380c-60e5-53f104ed28780-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-showInRange.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-showInRange.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:26	23948/23948	---M-Z	200	added ('OK')	text/html	etag:%22ca3809-5d8c-53f107014ef00-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-deeplinking.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-deeplinking.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:27	24279/24279	---M-Z	200	added ('OK')	text/html	etag:%22ca380a-5ed7-53f107014ef00-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-deeplinkingMulti.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-deeplinkingMulti.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:28	24402/24402	---M-Z	200	added ('OK')	text/html	etag:%22ca3808-5f52-53f104ec34540-gzip%22	https://haibach.net/rubytabs/templates/tabs-api-cookie.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/tabs-api-cookie.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:29	41069/41069	---M-Z	200	added ('OK')	text/html	etag:%22ca37e0-a06d-53f104e76fa00-gzip%22	https://haibach.net/rubytabs/templates/page-templates-slider.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/page-templates-slider.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:30	14274/14274	---M-Z	200	added ('OK')	text/html	etag:%22ca37f2-37c2-53f104e957e80-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-basic.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-basic.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:31	14821/14821	---M-Z	200	added ('OK')	text/html	etag:%22ca37f6-39e5-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-classic1.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-classic1.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:32	15986/15986	---M-Z	200	added ('OK')	text/html	etag:%22ca37f7-3e72-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-classic2.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-classic2.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:33	14585/14585	---M-Z	200	added ('OK')	text/html	etag:%22ca37f5-38f9-53f104e957e80-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-center.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-center.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:34	14670/14670	---M-Z	200	added ('OK')	text/html	etag:%22ca37f4-394e-53f104e957e80-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-carousel.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-carousel.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:35	15651/15651	---M-Z	200	added ('OK')	text/html	etag:%22ca3800-3d23-53f104eb40300-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-outbox.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-outbox.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:36	16172/16172	---M-Z	200	added ('OK')	text/html	etag:%22ca37f9-3f2c-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-device.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-device.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:37	17498/17498	---M-Z	200	added ('OK')	text/html	etag:%22ca37f8-445a-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-coverscreen.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-coverscreen.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:38	14382/14382	---M-Z	200	added ('OK')	text/html	etag:%22ca37fa-382e-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-fullwidth.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-fullwidth.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:39	16291/16291	---M-Z	200	added ('OK')	text/html	etag:%22ca37fb-3fa3-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-fullwidthRange.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-fullwidthRange.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:40	14592/14592	---M-Z	200	added ('OK')	text/html	etag:%22ca3801-3900-53f104eb40300-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-verticalThumb.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-verticalThumb.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:41	16064/16064	---M-Z	200	added ('OK')	text/html	etag:%22ca37ff-3ec0-53f104eb40300-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-nested.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-nested.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:42	18273/18273	---M-Z	200	added ('OK')	text/html	etag:%22ca37fe-4761-53f104eb40300-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-multi.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-multi.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:43	17212/17212	---M-Z	200	added ('OK')	text/html	etag:%22ca37f3-433c-53f104e957e80-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-caption.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-caption.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
21:56:44	14347/14347	---M-Z	200	added ('OK')	text/html	etag:%22ca37fc-380b-53f104ea4c0c0-gzip%22	https://haibach.net/rubytabs/templates/slider-layout-heightAuto.html	/home/mkaanyesillik/Masa%fcst%fc/websites/tabs/haibach.net/rubytabs/templates/slider-layout-heightAuto.html	(from https://haibach.net/rubytabs/templates/tabs-layout-device.html)
